phrase,n,freq_books,rank,mi,lemma_key,spoken_words,auto_keep,auto_reason,keep,notes
pas une,2,3115329,433,0.5,pas un,yes,no,fragment; loose,,
lieu de,2,3114428,434,2.6,lieu de,yes,no,fragment; loose,,
une petite,2,3104231,435,4.88,un petit,yes,no,article + word,,
l' ai,2,3092718,436,1.84,le avoir,yes,no,article + word; loose,,
grâce à,2,3082924,437,4.71,grâce à,yes,no,fragment,,
de nouveau,2,3078083,438,2.47,de nouveau,yes,no,fragment; loose,,
où l',2,3069101,439,1.96,où le,yes,no,fragment; loose,,
qui le,2,3069094,440,-0.68,qui le,yes,no,fragment; loose,,
une femme,2,3067011,441,4.26,un femme,yes,no,article + word,,
ils ont,2,3060684,442,5.21,il avoir,yes,yes,,,
à côté,2,3052497,443,3.76,à côté,yes,yes,,,
au moment,2,3051534,444,5.15,au moment,yes,no,article + word,,
un de,2,3047415,445,-2.56,un de,yes,no,fragment; article + word; loose,,
parmi les,2,3047320,446,4.96,parmi le,yes,no,fragment,,
de l' autre,3,3044320,447,6.62,de le autre,yes,no,fragment,,
la terre,2,3035061,448,3.5,le terrer,yes,no,article + word,,
qui me,2,3031019,449,2.55,qui me,yes,no,fragment; loose,,
la rue,2,3027544,450,4,le rue,yes,no,article + word,,
si tu,2,3025464,451,4.5,si tu,yes,no,,,
les enfants,2,3023289,452,3.97,le enfant,yes,no,article + word,,
sur ses,2,3021036,453,2.85,sur son,yes,no,fragment; loose,,
en train,2,3019200,454,5.62,en train,yes,yes,,,
et moi,2,3017610,455,1.91,et moi,yes,no,fragment; loose,,
la salle,2,3011753,456,4.38,le salle,yes,no,article + word,,
pas encore,2,3006194,457,3.72,pas encore,yes,yes,,,
je me suis,3,2999343,458,13.06,je me être,yes,yes,,,
côté de,2,2997690,459,2.48,côté de,yes,no,fragment; loose,,
quant à,2,2994882,460,5.08,quant à,yes,no,fragment,,
à mon,2,2994633,461,1.84,à mon,yes,no,fragment; loose,,
ou à,2,2987016,462,0.66,ou à,yes,no,fragment; loose,,
est à,2,2986823,463,-1.01,être à,yes,no,fragment; loose,,
l' heure,2,2982692,464,4.39,le heure,yes,no,article + word,,
l' objet,2,2979119,465,4.75,le objet,yes,no,article + word,,
cours de,2,2974793,466,2.82,cours de,yes,no,fragment; loose,,
se trouve,2,2974150,467,6.17,se trouver,yes,yes,,,
envie de,2,2972140,468,3.63,envie de,yes,no,fragment,,
ne lui,2,2971038,469,2.34,ne luire,yes,no,loose,,
que dans,2,2968284,470,0.12,que dans,yes,no,fragment; loose,,
de cet,2,2964094,471,1.83,de ce,yes,no,fragment; loose,,
que je ne,3,2963614,472,7.85,que je ne,yes,no,fragment,,
en l',2,2962012,473,-1.28,en le,yes,no,fragment; loose,,
tant que,2,2960676,474,4.53,tant que,yes,no,fragment,,
une voix,2,2953834,475,4.71,un voix,yes,no,article + word,,
sur ce,2,2948473,476,1.74,sur ce,yes,no,fragment; loose,,
en place,2,2945800,477,3.94,en place,yes,yes,,,
sur sa,2,2936366,478,2.59,sur son,yes,no,fragment; loose,,
même temps,2,2933936,479,5.27,même temps,yes,yes,,,
les gens,2,2933052,480,4.41,le gens,yes,no,article + word,,
mon père,2,2926488,481,7.12,mon père,yes,no,article + word,,
comme des,2,2923802,482,1.32,comme un,yes,no,fragment; loose,,
pas l',2,2918972,483,-0.39,pas le,yes,no,fragment; loose,,
mais la,2,2917863,484,-0.11,mais le,yes,no,fragment; loose,,
à tout,2,2916965,485,0.91,à tout,yes,no,loose,,
elle en,2,2913018,486,0.28,lui en,yes,no,fragment; loose,,
comme la,2,2912772,487,0.22,comme le,yes,no,fragment; loose,,
comme les,2,2910390,488,0.92,comme le,yes,no,fragment; loose,,
des hommes,2,2904964,489,4.11,un homme,yes,no,article + word,,
un moment,2,2895866,490,3.93,un moment,yes,no,article + word,,
si la,2,2894151,491,0.51,si le,yes,no,fragment; loose,,
les mains,2,2886615,492,4.4,le main,yes,no,article + word,,
plus d',2,2872781,493,0.7,plus de,yes,no,fragment; loose,,
qui les,2,2865920,494,-0.49,qui le,yes,no,fragment; loose,,
droit de,2,2855525,495,2.03,droit de,yes,no,fragment; loose,,
en tant,2,2853943,496,4.13,en tant,yes,yes,,,
sont des,2,2853847,497,1.63,être un,yes,no,fragment; loose,,
ou des,2,2842350,498,1.17,ou un,yes,no,fragment; loose,,
après la,2,2838874,499,1.68,après le,yes,no,fragment; loose,,
le cadre,2,2836325,500,4.77,le cadre,yes,no,article + word,,
chez les,2,2835990,501,3.25,chez le,yes,no,fragment,,
ils se,2,2834036,502,2.98,il se,yes,no,fragment; loose,,
que ça,2,2830231,503,3.32,que ça,yes,yes,,,
l' époque,2,2819606,504,4.75,le époque,yes,no,article + word,,
ils ne,2,2816445,505,2.88,il ne,yes,no,fragment; loose,,
l' un des,3,2803606,506,4.92,le un un,yes,no,fragment,,
fait que,2,2802197,507,2.32,faire que,yes,no,fragment; loose,,
le corps,2,2799538,508,3.34,le corps,yes,no,article + word,,
des autres,2,2785594,509,2.78,un autre,yes,no,article + word; loose,,
d' eau,2,2783658,510,4.51,de eau,yes,yes,,,
on se,2,2780614,511,2.28,on se,yes,no,fragment; loose,,
n o,2,2779518,512,,ne o,yes,no,,,
non plus,2,2773269,513,4.14,non plus,yes,yes,,,
et puis,2,2770828,514,2.41,et pouvoir,yes,no,fragment; loose,,
ce moment,2,2769353,515,5.01,ce moment,yes,no,article + word,,
l' espace,2,2764487,516,4.79,le espace,yes,no,article + word,,
ce dernier,2,2764097,517,6.03,ce dernier,yes,no,article + word,,
des deux,2,2757892,518,2.14,un deux,yes,no,article + word; loose,,
coup de,2,2752115,519,2.59,coup de,yes,no,fragment; loose,,
comme il,2,2750781,520,1.3,comme il,yes,no,loose,,
un certain,2,2749417,521,5.62,un certain,yes,no,article + word,,
dans l,2,2747355,522,,dans l,yes,no,,,
la table,2,2746216,523,4.08,le table,yes,no,article + word,,
pas les,2,2744042,524,-0.41,pas le,yes,no,fragment; loose,,
avec son,2,2743321,525,2.45,avec son,yes,no,fragment; loose,,
le jour,2,2742909,526,2.96,le jour,yes,no,article + word; loose,,
dans leur,2,2739936,527,2.54,dans son,yes,no,loose,,
comme l',2,2732974,528,0.77,comme le,yes,no,fragment; loose,,
l' année,2,2730022,529,4.51,le année,yes,no,article + word,,
la vérité,2,2726748,530,4.37,le vérité,yes,no,article + word,,
ce que tu,3,2726358,531,9.62,ce que tu,yes,yes,,,
la mise,2,2717814,532,3.84,le mise,yes,no,article + word,,
du travail,2,2715323,533,4.4,du travail,yes,no,article + word,,
rien de,2,2715022,534,1.22,rien de,yes,no,fragment; loose,,
les femmes,2,2712793,535,4.24,le femme,yes,no,article + word,,
entre le,2,2710405,536,1.79,entrer le,yes,no,fragment; loose,,
e siècle,2,2709962,537,,e siècle,yes,no,,,
de voir,2,2709105,538,1.47,de voir,yes,no,fragment; loose,,
train de,2,2708663,539,3.64,train de,yes,no,fragment,,
mettre en,2,2701218,540,4.6,mettre en,yes,no,fragment,,
bout de,2,2692913,541,3.29,bout de,yes,no,fragment,,
les choses,2,2690132,542,4.18,le chose,yes,no,article + word,,
pour faire,2,2687760,543,3.07,pour faire,yes,yes,,,
de la ville,3,2686905,544,7.53,de le ville,yes,no,fragment,,
et vous,2,2685597,545,0.19,et vous,yes,no,fragment; loose,,
et aux,2,2683723,546,0.92,et aux,yes,no,fragment; loose,,
en particulier,2,2680633,547,5.49,en particulier,yes,yes,,,
dit que,2,2667588,548,2.78,dire que,yes,no,fragment; loose,,
la seule,2,2659344,549,3.37,le seul,yes,no,article + word,,
une bonne,2,2654150,550,4.86,un bon,yes,no,article + word,,
au contraire,2,2647817,551,6.76,au contraire,yes,no,article + word,,
la lumière,2,2642611,552,4.17,le lumière,yes,no,article + word,,
la route,2,2640897,553,4.16,le router,yes,no,article + word,,
de nombreux,2,2640201,554,3.58,de nombreux,yes,no,fragment,,
où les,2,2635532,555,1.81,où le,yes,no,fragment; loose,,
même pas,2,2635132,556,2.42,même pas,yes,no,loose,,
a un,2,2632286,557,0.39,avoir un,yes,no,fragment; loose,,
première fois,2,2628883,558,7.89,première fois,yes,yes,,,
l' impression,2,2625308,559,5.25,le impression,yes,no,article + word,,
l' art,2,2620832,560,3.97,le art,yes,no,article + word,,
et même,2,2618129,561,0.76,et même,yes,no,fragment; loose,,
il l',2,2614636,562,-1.37,il le,yes,no,fragment; loose,,
est l',2,2607327,563,-1.08,être le,yes,no,fragment; loose,,
en même,2,2606733,564,1.49,en même,yes,no,loose,,
histoire de,2,2602010,565,2.1,histoire de,yes,no,fragment; loose,,
la recherche,2,2601198,566,4.01,le recherche,yes,no,article + word,,
ma mère,2,2587089,567,7.63,mon mère,yes,no,article + word,,
en même temps,3,2585087,568,11.28,en même temps,yes,yes,,,
d' après,2,2576531,569,2.69,de après,yes,no,loose,,
la pièce,2,2566318,570,4.28,le pièce,yes,no,article + word,,
la chambre,2,2558217,571,3.55,le chambre,yes,no,article + word,,
que cela,2,2553898,572,3.26,que celer,yes,yes,,,
état de,2,2553752,573,1.92,état de,yes,no,fragment; loose,,
une certaine,2,2552551,574,6.13,un certain,yes,no,article + word,,
et plus,2,2549248,575,-0.29,et plus,yes,no,fragment; loose,,
et par,2,2541303,576,-0.49,et par,yes,no,fragment; loose,,
les jours,2,2539486,577,3.65,le jour,yes,no,article + word,,
que tout,2,2539403,578,1.61,que tout,yes,no,loose,,
pas en,2,2537954,579,-0.15,pas en,yes,no,fragment; loose,,
d' où,2,2535836,580,2.2,de où,yes,no,loose,,
le visage,2,2533787,581,3.98,le visage,yes,no,article + word,,
à Paris,2,2533074,582,,à Paris,no,no,rare word,,
le roi,2,2532989,583,4.09,le roi,yes,no,article + word,,
à peu,2,2532890,584,2.14,à peu,yes,no,loose,,
en train de,3,2524796,585,9.73,en train de,yes,no,fragment,,
son visage,2,2521429,586,6.16,son visage,yes,no,article + word,,
quand on,2,2518931,587,4.65,quand on,yes,yes,,,
ne vous,2,2518242,588,2,ne vous,yes,no,loose,,
à cause,2,2518144,589,4.17,à cause,yes,yes,,,
au fond,2,2505243,590,6.2,au fond,yes,no,article + word,,
l' école,2,2502519,591,4.82,le école,yes,no,article + word,,
car il,2,2497602,592,3.5,car il,yes,yes,,,
la forme,2,2494885,593,3.27,le forme,yes,no,article + word,,
le temps de,3,2492518,594,6.23,le temps de,yes,no,fragment,,
avec lui,2,2486883,595,2.8,avec luire,yes,no,loose,,
de France,2,2486078,596,2.04,de France,no,no,fragment; rare word; loose,,
ne suis,2,2483474,597,4.15,ne être,yes,yes,,,
permet de,2,2481580,598,3.09,permettre de,yes,no,fragment,,
de l' homme,3,2481212,599,6.88,de le homme,yes,no,fragment,,
par rapport,2,2479140,600,5.89,par rapport,yes,yes,,,
l' action,2,2477477,601,4.42,le action,yes,no,article + word,,
moins de,2,2475720,602,1.24,moins de,yes,no,fragment; loose,,
ces deux,2,2475687,603,4.96,ce deux,yes,no,article + word,,
la petite,2,2474173,604,3.12,le petit,yes,no,article + word,,
l' entreprise,2,2474101,605,4.59,le entreprise,yes,no,article + word,,
la première fois,3,2471390,606,12.92,le première fois,yes,yes,,,
en un,2,2462360,607,-1.05,en un,yes,no,fragment; loose,,
si les,2,2461933,608,0.99,si le,yes,no,fragment; loose,,
avec ses,2,2461331,609,3.05,avec son,yes,no,fragment,,
la voix,2,2458440,610,3.01,le voix,yes,no,article + word,,
contre les,2,2453457,611,2.89,contre le,yes,no,fragment; loose,,
même de,2,2452677,612,-0.42,même de,yes,no,fragment; loose,,
forme de,2,2449788,613,2.5,forme de,yes,no,fragment; loose,,
que pour,2,2447547,614,0.11,que pour,yes,no,fragment; loose,,
non seulement,2,2438452,615,7.67,non seulement,yes,yes,,,
très bien,2,2434154,616,5.15,très bien,yes,yes,,,
au bout,2,2433662,617,6.17,au bout,yes,no,article + word,,
le cœur,2,2433090,618,3.44,le cœur,yes,no,article + word,,
une sorte,2,2430266,619,5.28,un sorte,yes,no,article + word,,
se faire,2,2425493,620,3.28,se faire,yes,yes,,,
entre eux,2,2422658,621,7.19,entrer lui,yes,yes,,,
le sens,2,2421871,622,3.14,le sens,yes,no,article + word,,
ou la,2,2419780,623,-0.16,ou le,yes,no,fragment; loose,,
contre le,2,2413981,624,2.58,contre le,yes,no,fragment; loose,,
pour ne,2,2410916,625,0.91,pour ne,yes,no,fragment; loose,,
à la fin,3,2410415,626,8.55,à le fin,yes,yes,,,
a une,2,2402450,627,0.54,avoir un,yes,no,fragment; loose,,
au début,2,2401802,628,6.11,au début,yes,no,article + word,,
au niveau,2,2401113,629,6.09,au niveau,yes,no,article + word,,
je ne suis,3,2400784,630,11.31,je ne être,yes,yes,,,
sorte de,2,2396871,631,3.08,sorte de,yes,no,fragment,,
l' image,2,2395215,632,4.71,le image,yes,no,article + word,,
la personne,2,2390194,633,2.61,le personne,yes,no,article + word; loose,,
de prendre,2,2388186,634,2.15,de prendre,yes,no,fragment; loose,,
où le,2,2383154,635,1.38,où le,yes,no,fragment; loose,,
que sa,2,2383100,636,1.24,que son,yes,no,fragment; loose,,
que d',2,2376534,637,-0.75,que de,yes,no,fragment; loose,,
une telle,2,2373797,638,5.23,un tel,yes,no,article + word,,
l' état,2,2368384,639,3.2,le état,yes,no,article + word,,
ou le,2,2366007,640,0.23,ou le,yes,no,fragment; loose,,
cette fois,2,2363867,641,5.15,ce fois,yes,no,article + word,,
cause de,2,2352546,642,2.81,cause de,yes,no,fragment; loose,,
personne ne,2,2350964,643,4.82,personne ne,yes,no,fragment,,
en cas,2,2350197,644,3.38,en cas,yes,yes,,,
le faire,2,2349804,645,1.33,le faire,yes,no,article + word; loose,,
pour des,2,2342251,646,-0.27,pour un,yes,no,fragment; loose,,
de Paris,2,2341560,647,,de Paris,no,no,fragment; rare word,,
l' auteur,2,2340177,648,4.86,le auteur,yes,no,article + word,,
que l,2,2338006,649,,que l,yes,no,,,
sais pas,2,2335309,650,4.97,savoir pas,yes,yes,,,
les années,2,2332431,651,3.5,le année,yes,no,article + word,,
la réalité,2,2329671,652,3.92,le réalité,yes,no,article + word,,
et à la,3,2329260,653,2.62,et à le,yes,no,fragment; loose,,
la fin de,3,2326344,654,7.24,le fin de,yes,no,fragment,,
à tous,2,2325381,655,1.81,à tout,yes,no,loose,,
mais ce,2,2319085,656,1.85,mais ce,yes,no,fragment; loose,,
eh bien,2,2314808,657,8.47,eh bien,yes,yes,,,
le seul,2,2312118,658,3.32,le seul,yes,no,article + word,,
moment où,2,2311615,659,6.73,moment où,yes,yes,,,
la force,2,2306416,660,3.55,le forcer,yes,no,article + word,,
un regard,2,2305692,661,4.13,un regard,yes,no,article + word,,
la grande,2,2304152,662,2.62,le grand,yes,no,article + word; loose,,
un instant,2,2303627,663,4.9,un instant,yes,no,article + word,,
de suite,2,2300137,664,2.67,de suite,yes,no,fragment; loose,,
des choses,2,2299440,665,4.34,un chose,yes,no,article + word,,
vers l',2,2298045,666,2.4,vers le,yes,no,fragment; loose,,
peu plus,2,2297515,667,4.08,peu plus,yes,yes,,,
sous les,2,2295236,668,2.24,sou le,yes,no,fragment; loose,,
la présence,2,2288633,669,3.89,le présence,yes,no,article + word,,
par son,2,2288534,670,1.64,par son,yes,no,fragment; loose,,
le regard,2,2288131,671,3.39,le regard,yes,no,article + word,,
la liberté,2,2287031,672,4.1,le liberté,yes,no,article + word,,
à fait,2,2282566,673,1.12,à faire,yes,no,loose,,
la population,2,2281976,674,4.62,le population,yes,no,article + word,,
question de,2,2280477,675,2.07,question de,yes,no,fragment; loose,,
point de vue,3,2278619,676,13.32,point de vue,yes,yes,,,
à nouveau,2,2278060,677,3.3,à nouveau,yes,yes,,,
en matière,2,2274731,678,5.27,en matière,yes,yes,,,
un sourire,2,2274334,679,4.93,un sourire,yes,no,article + word,,
en tout,2,2273879,680,1.11,en tout,yes,no,loose,,
tout à fait,3,2273749,681,9.65,tout à faire,yes,yes,,,
la région,2,2272714,682,4.47,le région,yes,no,article + word,,
les trois,2,2272474,683,2.98,le trois,yes,no,article + word; loose,,
le petit,2,2271985,684,2.82,le petit,yes,no,article + word; loose,,
de tous les,3,2269062,685,6.35,de tout le,yes,no,fragment,,
plupart des,2,2268305,686,5.43,plupart un,yes,no,fragment,,
la plupart des,3,2263562,687,10.54,le plupart un,yes,no,fragment,,
je l' ai,3,2263526,688,8.59,je le avoir,yes,yes,,,
le travail,2,2260688,689,2.94,le travail,yes,no,article + word; loose,,
les mêmes,2,2260217,690,4.41,le même,yes,no,article + word,,
à l' intérieur,3,2258999,691,10.19,à le intérieur,yes,yes,,,
ce soit,2,2253813,692,4.36,ce être,yes,no,article + word,,
à ces,2,2250364,693,1.19,à ce,yes,no,fragment; loose,,
un peu plus,3,2248289,694,10.31,un peu plus,yes,yes,,,
pas être,2,2247849,695,2.22,pas être,yes,no,loose,,
où la,2,2246290,696,0.87,où le,yes,no,fragment; loose,,
à chaque,2,2244730,697,3.06,à chaque,yes,yes,,,
quand je,2,2240310,698,3.53,quand je,yes,yes,,,
l' aide,2,2235687,699,4.6,le aide,yes,no,article + word,,
où elle,2,2235283,700,3.09,où lui,yes,yes,,,
le reste,2,2234452,701,3.39,le reste,yes,no,article + word,,
comme ça,2,2234325,702,4.8,comme ça,yes,yes,,,
tout cela,2,2232421,703,5.06,tout celer,yes,yes,,,
la dernière,2,2230579,704,3.82,le dernier,yes,no,article + word,,
dans ces,2,2228128,705,2.36,dans ce,yes,no,fragment; loose,,
l' existence,2,2225543,706,4.78,le existence,yes,no,article + word,,
d' accord,2,2220823,707,5.23,de accord,yes,yes,,,
le moment,2,2218041,708,2.83,le moment,yes,no,article + word; loose,,
l' occasion,2,2216855,709,5.06,le occasion,yes,no,article + word,,
dans le cadre,3,2216650,710,11.23,dans le cadre,yes,no,written style,,
mais les,2,2216158,711,0.2,mais le,yes,no,fragment; loose,,
que ce soit,3,2215948,712,10.87,que ce être,yes,yes,,,
rien à,2,2215671,713,2.18,rien à,yes,no,fragment; loose,,
la mer,2,2209860,714,4.25,le mer,yes,no,article + word,,
et leur,2,2208374,715,0.87,et son,yes,no,fragment; loose,,
idée de,2,2207415,716,2.43,idée de,yes,no,fragment; loose,,
la mise en,3,2207050,717,9.73,le mise en,yes,no,fragment,,
qui en,2,2202556,718,-0.5,qui en,yes,no,fragment; loose,,
entre la,2,2196378,719,1.07,entrer le,yes,no,fragment; loose,,
en a,2,2194956,720,0.06,en avoir,yes,no,loose,,
au lieu,2,2189149,721,5.11,au lieu,yes,no,article + word,,
de quoi,2,2187287,722,2,de quoi,yes,no,fragment; loose,,
suis pas,2,2184859,723,3.73,être pas,yes,yes,,,
vous pouvez,2,2184013,724,7.68,vous pouvoir,yes,yes,,,
quand elle,2,2183801,725,3.64,quand lui,yes,yes,,,
le long,2,2181493,726,3.83,le long,yes,no,article + word,,
à présent,2,2181367,727,4.23,à présent,yes,yes,,,
que ces,2,2180802,728,2.05,que ce,yes,no,fragment; loose,,
le sol,2,2180510,729,4.53,le sol,yes,no,article + word,,
son regard,2,2179872,730,5.51,son regard,yes,no,article + word,,
ou les,2,2179641,731,0.4,ou le,yes,no,fragment; loose,,
un seul,2,2179389,732,3.96,un seul,yes,no,article + word,,
je pense,2,2178099,733,6.15,je penser,yes,yes,,,
pour vous,2,2176802,734,1.52,pour vous,yes,no,loose,,
ce soir,2,2172118,735,5.66,ce soir,yes,no,article + word,,
son corps,2,2171067,736,5.16,son corps,yes,no,article + word,,
contre la,2,2169532,737,2.01,contre le,yes,no,fragment; loose,,
tout ce qui,3,2162041,738,9.22,tout ce qui,yes,yes,,,
mal à,2,2155078,739,3.27,mal à,yes,no,fragment,,
et on,2,2154726,740,-0.09,et on,yes,no,fragment; loose,,
si on,2,2153970,741,3.12,si on,yes,no,,,
du tout,2,2152402,742,1.57,du tout,yes,no,article + word; loose,,
dans ma,2,2150327,743,3.06,dans mon,yes,no,fragment,,
pour être,2,2146181,744,2.13,pour être,yes,no,loose,,
la politique,2,2144736,745,2.8,le politique,yes,no,article + word; loose,,
du droit,2,2143879,746,3.97,du droit,yes,no,article + word,,
des enfants,2,2143176,747,3.86,un enfant,yes,no,article + word,,
à cet,2,2141786,748,2.61,à ce,yes,no,loose,,
ne peux,2,2141069,749,5.93,ne pouvoir,yes,yes,,,
une partie,2,2140469,750,3.95,un partie,yes,no,article + word,,
dans mon,2,2135490,751,2.54,dans mon,yes,no,fragment; loose,,
ne sais pas,3,2129061,752,12.19,ne savoir pas,yes,yes,,,
la pensée,2,2127849,753,3.98,le penser,yes,no,article + word,,
on est,2,2127489,754,1.02,on être,yes,no,loose,,
pas été,2,2126230,755,2.97,pas être,yes,no,loose,,
la langue,2,2125785,756,3.94,le langue,yes,no,article + word,,
dont l',2,2102739,757,2,dont le,yes,no,fragment; written style; loose,,
qui vous,2,2095368,758,1.34,qui vous,yes,no,loose,,
il la,2,2094671,759,-2.34,il le,yes,no,fragment; loose,,
le pouvoir,2,2091379,760,3.11,le pouvoir,yes,no,article + word,,
un air,2,2089500,761,3.96,un air,yes,no,article + word,,
puis il,2,2089132,762,2.83,pouvoir il,yes,no,loose,,
le grand,2,2084296,763,2.41,le grand,yes,no,article + word; loose,,
en revanche,2,2083662,764,6.05,en revanche,yes,yes,,,
que lui,2,2083455,765,1.01,que luire,yes,no,loose,,
qui la,2,2080544,766,-1.66,qui le,yes,no,fragment; loose,,
d' entre,2,2078879,767,2.14,de entrer,yes,no,loose,,
le nombre,2,2077851,768,3.58,le nombre,yes,no,article + word,,
et me,2,2077481,769,0.49,et me,yes,no,fragment; loose,,
cela ne,2,2076743,770,3.78,celer ne,yes,no,fragment,,
des plus,2,2074445,771,0.17,un plus,yes,no,article + word; loose,,
et l,2,2074135,772,,et l,yes,no,fragment,,
raison de,2,2071338,773,2.15,raison de,yes,no,fragment; loose,,
a la,2,2068399,774,-1.11,avoir le,yes,no,fragment; loose,,
plus loin,2,2068352,775,5.62,plus loin,yes,yes,,,
et sur,2,2066350,776,-0.72,et sur,yes,no,fragment; loose,,
sa main,2,2066051,777,5.46,son main,yes,no,article + word,,
je peux,2,2061300,778,5.73,je pouvoir,yes,yes,,,
